"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VE7KTIWT","journalArticle","2021","Al-Asadi, Mustafa A.; Taşdemir, Şakir","Empirical comparisons for combining balancing and feature selection strategies for characterizing football players using FIFA video game system","IEEE Access","","","10.1109/ACCESS.2021.3124931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118603993&doi=10.1109%2FACCESS.2021.3124931&partnerID=40&md5=70bdca02daa16ef80772a647e0a1b6d4","The process of modelling individual player performance using machine learning is a mature task in sports analytics. The most significant challenges in machine learning include class imbalance and high dimensionality problems. We conducted a comprehensive literature review and observed that both the issues have been studied independently. We found that feature selection addresses the dimensionality reduction problem by determining a subset of relevant features, while data sampling seeks to make the data more balanced by adding or removing instances. We also found out that efforts have been taken for studying the effect of the joint use of feature selection and balancing techniques. However, the prioritization of the feature selection and sampling is still difficult, and the relationship between them remains unclear. This paper presents a large-scale comparison of characterizing football players into nine positions by using FIFA video game data, whereas most of the previous studies in this field have focused on characterizing players into only three classes according to their positions. The proposed methodology for the study consists of three main steps. In the first step, the sampling technique is applied to deal with class imbalance, while the second step encompasses the feature selection technique, which deals with the high dimensionality problem. The third step combines feature selection and data sampling to deal with both the issues. We made the comparisons based on nine feature selection algorithms and three balancing techniques, and then we evaluated their performance using the random forest classifier. We found that 1) feature selection techniques did not improve the accuracy of the baseline model, 2) balancing techniques improved the accuracy compared to the baseline, and 3) the results showed superiority of the proposed methodology, involving the joint application of resampling and feature selection with data balanced by the random oversampling (ROS) method and synthetic minority oversampling technique (SMOTE), compared to the results obtained only through the use of a single technique and from the original imbalanced training set. Overall, the proposed methodology improved prediction accuracy compared to the baseline model. Moreover, the methodology provided a significant decrease in the number of features, from 29 to 10 features on average. © 2021 Elsevier B.V., All rights reserved.","2021","2025-09-29 14:50:43","2025-09-29 14:53:30","","149266 - 149286","","","9","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 31; All Open Access; Gold Open Access</p>; <p>Cited by: 31; All Open Access; Gold Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI847UQ8","journalArticle","2021","Ćwiklinski, Bartosz; Giełczyk, Agata; Choraś, Michał","Who will score? A machine learning approach to supporting football team building and transfers","Entropy","","","10.3390/e23010090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100182805&doi=10.3390%2Fe23010090&partnerID=40&md5=db90ec537b10389eebc89a9f390b0911","Background: the machine learning (ML) techniques have been implemented in numerous applications, including health-care, security, entertainment, and sports. In this article, we present how the ML can be used for building a professional football team and planning player transfers. Methods: in this research, we defined numerous parameters for player assessment, and three definitions of a successful transfer. We used the Random Forest, Naive Bayes, and AdaBoost algorithms in order to predict the player transfer success. We used realistic, publicly available data in order to train and test the classifiers. Results: in the article, we present numerous experiments; they differ in the weights of parameters, the successful transfer definitions, and other factors. We report promising results (accuracy = 0.82, precision = 0.84, recall = 0.82, and F1-score = 0.83). Conclusion: the presented research proves that machine learning can be helpful in professional football team building. The proposed algorithm will be developed in the future and it may be implemented as a professional tool for football talent scouts. © 2021 Elsevier B.V., All rights reserved.","2021","2025-09-29 14:50:43","2025-09-29 14:54:09","","1 - 12","","1","23","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 24; All Open Access; Gold Open Access; Green Final Open Access; Green Open Access</p>; <p>Cited by: 24; All Open Access; Gold Open Access; Green Final Open Access; Green Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSGECV8Y","journalArticle","2021","Khan, Muhammad Adnan; Habib, Mubashar; Saqib, Shazia; Alyas, Tahir; Masood, Khalid; Al Ghamdi, Mohammed A.; Almotiri, Sultan H.","Analysis of the smart player's impact on the success of a team empowered with machine learning","Computers, Materials and Continua","","","10.32604/cmc.2020.012542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096501181&doi=10.32604%2Fcmc.2020.012542&partnerID=40&md5=6f5a13f51e070b50a2599d66b8d182c2","The innovation and development in data science have an impact in all trades of life. The commercialization of sport has encouraged players, coaches, and other concerns to use technology to be in better position than r their opponents. In the past, the focus was on improved training techniques for better physical performance. These days, sports analytics identify the patterns in the performance and highlight strengths and weaknesses of potential players. Sports analytics not only predict the performance of players in the near future but it also performs predictive modeling for a particular behavior of a player in the past. The impact of a smart player on the success of a team is always a big question mark before the start of a match. The fans always want to know performance analysis of these superstar players and they always are interested to get to know more about their favorite player and they always have high hopes from their favorite player. Machine learning (ML) based techniques help in predicting the performance of an individual player as well as for the whole team. The statistics are very vital and useful for management, fans, and expert analysis. In our proposed framework, the adaptive back propagation neural network (ABPNN) model is used for the prediction of a player's performance. The data is collected from football websites, and the results are stored in the cloud for fast fetching of data. They can be retrieved anywhere in the world through cloud storage. The results are computed with 94% accuracy and the performance of the smart player is formulated for the success of a team. © 2020 Elsevier B.V., All rights reserved.","2021","2025-09-29 14:50:43","2025-09-29 14:53:17","","691 - 706","","1","66","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 5; All Open Access; Gold Open Access</p>; <p>Cited by: 5; All Open Access; Gold Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTDSERHK","journalArticle","2021","Hasan, Najmul; Bao, Yukun","Comparing different feature selection algorithms for cardiovascular disease prediction","Health and Technology","","","10.1007/s12553-020-00499-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094646832&doi=10.1007%2Fs12553-020-00499-2&partnerID=40&md5=8dbeb837cf4dfd2ed11ee8ca7f27e16f","Determining the key features for the best model fitting in machine learning is not an easy task. The main objective of this study is to accurately predict cardiovascular disease by comparison among different feature selection algorithms. This study has employed a two-stage feature sub-set retrieving technique to achieve this goal: we first considered three well-established feature selection (filter, wrapper, embedded), and then, a feature sub-set was extracted using a Boolean process-based common “True” condition from these three algorithms. To justify the comparative accuracy and define the best predictive analytics, the well-known random forest, support vector classifier, k-nearest neighbors, Naive Bayes, and XGBoost model have been considered. The artificial neural network (ANN) has been considered as the benchmark for further comparison with all features. The experimental outcomes exhibit that the XGBoost Classifier integrated with the wrapper methods offers precise prediction results for cardiovascular disease. The proposed approach can also be applied in other domains such as sports analytics, bio-informatics, and financial analysis in contrast with healthcare informatics. This empirical study’s novelty is that the common “True” condition–based feature selection and comparison technique is entirely a new phenomenon in medical informatics. © 2021 Elsevier B.V., All rights reserved.","2021","2025-09-29 14:50:43","2025-09-29 14:53:25","","49 - 62","","1","11","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 55</p>; <p>Cited by: 55</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TD3WBER","conferencePaper","2020","Torralba, Edwin M.","Sports Ed 3.5: Establishing the value of data-driven sports development programs for universities through machine learning models","ACM International Conference Proceeding Series","","","10.1145/3446999.3447009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104188016&doi=10.1145%2F3446999.3447009&partnerID=40&md5=a414b439b1a81925bd1bc16ee10801eb","Sports have evolved from the exposition of athletes' pure talent to an industry that generatesjobs and entertainment. In the Philippines, athletes from different Universities and Colleges are the primary source of talents in amateur and professional leagues especially in the field of volleyball and basketball. As such, schools are developing their physical and athletic programs to establish their respective competitive advantage. However, student-athletes from universities with insufficient resources are often neglected due to inadequate exposure. Furthermore, there is no framework that secures the statistical data of student-athletes which can be used for future appraisal of player's talent and athletic skills. This study aims to propose a conceptual framework of ""SportsEd 3.5""for universities and collegiate athletic associations to develop an athlete information system for sports analytics. In addition, the framework aims to define the philosophy that will govern all the stakeholders in the utilization of an athlete's information for flexible decision-making. Players' dataset from the Philippine Basketball Association's website was retrieved to demonstrate on how an athletic information system can support the athletes, coaches, and stakeholders of sports. Supervised algorithms were used to illustrate the value of data and machine learning models in athletic development programs. Future research direction and challenges are discussed to implement the proposed ""Sports Ed 3.5""model for Philippine schools and universities. © 2022 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:54:01","","51 - 57","","","PartF168341","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 1</p>; <p>Cited by: 1</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2YCZS87","conferencePaper","2020","Berndsen, Jakim; Smyth, Barry; Lawlor, Aonghus","A Collaborative Filtering Approach to Successfully Completing the Marathon","","","","10.1109/ICMLA51294.2020.00108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102530699&doi=10.1109%2FICMLA51294.2020.00108&partnerID=40&md5=d18280042b40ac34174442b61122d4fb","For elite and recreational runners alike, preparing for the marathon is a complex problem. In this work, we propose a recommender system that is capable of helping runners devise a strategy for the marathon. Using high-resolution performance data from runners' training and race performance we recommend both a realistic target time for the marathon and use collaborative filtering techniques to generate a pacing plan that allows runners to achieve that time. We demonstrate that our recommendations are capable of helping runners attain their goal time, while also helping them avoid premature fatigue and hitting the wall during the course of the race. © 2021 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:52:30","","653 - 658","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 4</p>; <p>Cited by: 4</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z2YAIPY","journalArticle","2020","Nagy, G.; Komka, Zsolt; Szathmáry, Gergely; Katona, Péter; Gannoruwa, L.; Erdos, G.; Tarjányi, P.; Tóth, Miklós; Krepuska, Miklós; Grand, László B.","Multimodal Approach for Kayaking Performance Analysis and Improvement","International Journal of Computer Science in Sport","","","10.2478/ijcss-2020-0010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100277508&doi=10.2478%2Fijcss-2020-0010&partnerID=40&md5=f64a88d5fc83428f45ba0232ba4cb40f","Artificial Intelligence (AI) invades fields where sophisticated analytics has not been applied before. Modality refers to how something happens or is experienced. Multimodal datasets are beneficial for solving complex research problems with AI methods. Kayaking technique optimization has been challenging, as there seems to be no gold standard for effective paddling techniques since there are outstanding athletes with profoundly different physical capabilities and kayaking styles. Multimodal analysis can help find the most effective paddling techniques for training and competition based on individuals' abilities. We describe the characteristics of the output power of kayak athletes and Electromyogram (EMG) measurements collected from the most critical muscles, and the relationship between these modalities. We propose metrics (weighted arithmetic mean difference and variability of power output and stroke duration) suitable for discerning athletes based on how efficiently and correctly they perform particular training tasks. Additionally, the described methods (asymmetry, coactivation, muscle intensity-output power) help athletes and coaches in assessing their performance and compare it with others based on their EMG activities. As the next step, we will apply machine-learning approaches on the synchronized dataset we collect with the described methods to reveal desirable EMG and stroke patterns. © 2021 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:46","","51 - 76","","2","19","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 2; All Open Access; Gold Open Access</p>; <p>Cited by: 2; All Open Access; Gold Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6SPHFQY","journalArticle","2020","Ahmadalinezhad, Mahboubeh; Makrehchi, Masoud","Basketball lineup performance prediction using edge-centric multi-view network analysis","Social Network Analysis and Mining","","","10.1007/s13278-020-00677-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089844314&doi=10.1007%2Fs13278-020-00677-0&partnerID=40&md5=96570c1aefe52d4f214773618e171bb4","Sports analytics is one of the fast-growing applications of machine learning and data mining. The major goal in sport analytics applications is to make informed decisions to gain a competitive advantage. In this paper, we propose a method to analyse and predict lineup performance in basketball which may assist the team managers and coaches to make informed decisions. The constant lineup change in basketball games makes it vital to always have the best move ready at every moment of the game. A complex decision-making system is very important for the coaches to navigate their team through a season. This system must make the decisions based on the pros and cons of the teams, past results and lineups, and both teams’ performance under similar situations. To create this system, authors have constructed a signed, directed, and weighted network from the results of all matchups and lineups of the teams in NBA from 2007 to 2019. The proposed approach uses machine learning and graph theory to develop a new metric called Inverse Square Metric and edge-centric multi-view networks to predict the performance of a lineup in a given situation. The edge-centric approach provides a deep analysis of any condition between two teams from 16 different perspectives. The average accuracy achieved by ISM and edge-centric multi-view is 68% and 80%, respectively. In the end, the training and test datasets are chosen from different seasons and results are reasonable compared to the baseline methods. © 2020 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:23","","","","1","10","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 10</p>; <p>Cited by: 10</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8JN66Z7","journalArticle","2020","Sarlis, Vangelis; Tjortjis, Christos","Sports analytics — Evaluation of basketball players and team performance","Information Systems","","","10.1016/j.is.2020.101562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085268764&doi=10.1016%2Fj.is.2020.101562&partnerID=40&md5=3e149f83e3a7f917714684fe61a839ac","Given the recent trend in Data Science (DS) and Sports Analytics, an opportunity has arisen for utilizing Machine Learning (ML) and Data Mining (DM) techniques in sports. This paper reviews background and advanced basketball metrics used in National Basketball Association (NBA) and Euroleague games. The purpose of this paper is to benchmark existing performance analytics used in the literature for evaluating teams and players. Basketball is a sport that requires full set enumeration of parameters in order to understand the game in depth and analyze the strategy and decisions by minimizing unpredictability. This research provides valuable information for team and player performance basketball analytics to be used for better understanding of the game. Furthermore, these analytics can be used for team composition, athlete career improvement and assessing how this could be materialized for future predictions. Hence, critical analysis of these metrics are valuable tools for domain experts and decision makers to understand the strengths and weaknesses in the game, to better evaluate opponent teams, to see how to optimize performance indicators, to use them for team and player forecasting and finally to make better choices for team composition. © 2020 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:54:00","","","","","93","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 126</p>; <p>Cited by: 126</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8WJZFHF","conferencePaper","2020","Johansen, Håvard Dagenborg; Johansen, Dag; Kupka, Tomas; Riegler, Michael Alexander; Halvorsen, Pål","Scalable infrastructure for efficient real-time sports analytics","","","","10.1145/3395035.3425300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099212564&doi=10.1145%2F3395035.3425300&partnerID=40&md5=45941c7034d202088e831df61502995f","Recent technological advances are adapted in sports to improve performance, avoid injuries, and make advantageous decisions. In this paper, we describe our ongoing efforts to develop and deploy PMSys, our smartphone-based athlete monitoring and reporting system. We describe our first attempts to gain insight into some of the data we have collected. Experiences so far are promising, both on the technical side and for athlete performance development. Our initial application of artificial-intelligence methods for prediction is encouraging and indicative. © 2021 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:58","","230 - 234","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 8</p>; <p>Cited by: 8</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3UBSY2P","conferencePaper","2020","Wang, Kai; Li, Hao; Gong, Linxia; Tao, Jianrong; Wu, Runze; Fan, Changjie; Chen, Liang; Cui, Peng","Match Tracing: A Unified Framework for Real-time Win Prediction and Quantifiable Performance Evaluation","","","","10.1145/3340531.3412727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095863405&doi=10.1145%2F3340531.3412727&partnerID=40&md5=b6d244eb771aaff1e22c5c57eb26b51d","Win prediction and performance evaluation are two core subjects in the sport analytics. Traditionally, they are treated separately and studied by two independent communities. However, this is not the intuitive way how humans interpret the matches: we predict the match results with the competition carrying on, and simultaneously evaluate each action based on the game context and its downstream impact. Predicting the match outcomes and evaluating the actions are coupled tasks, and the more accurately we predict, the better the evaluation is To this end, we develop a unified Match Tracing framework (namely, MT), for tackling the win prediction and performance evaluation jointly. The main idea of MT is to learn a real-time look-ahead win rate curve rather than a single scalar (win or lose). And the value of an action can be objectively measured with respect to the increase or decrease of the curve. To meet the low-latency restrictions of the online deployments, an efficient model equipped with recurrent attention mechanism and matrix perturbation (i.e., MT-Net) is built for learning and yielding the win rate curve. MT-Net encodes the players' behavior sequence through an attention mechanism and captures the player-interaction effects through a graph embedding method. With the action values derived from the win rate curve, performance can be quantified at different granularities (action/player/match level) by integrated analysis. Experiments on an e-sport game demonstrate the prediction effectiveness and the feasibility of the MT framework. Furthermore, we present the detailed application cases of MT, including key actions recognition and close match detection. © 2020 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:44","","2781 - 2788","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 8</p>; <p>Cited by: 8</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AERVEC8T","conferencePaper","2020","Santra, Arnab; Sinha, Abhirup; Saha, Pritilata; Das, Amit Kumar","A Novel Regression based Technique for Batsman Evaluation in the Indian Premier League","","","","10.1109/ICCE50343.2020.9290569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099293619&doi=10.1109%2FICCE50343.2020.9290569&partnerID=40&md5=9c0c9ff06116cdd8a7ccf51d76b3ff8d","Player profile evaluation and player selection play a very important role in any sports and cricket is not an exception to that. In any cricket team, all players can be segregated into two main roles, namely: Batsmen and bowlers. To win a match, a team has to be comprised of the best performing players and such a scenario demands an evaluation of a player profile for team selection. Our study proposes an approach to predict batsman ranking by evaluation of a batsman's past profile. We have used a supervised machine learning technique on past data of Indian Premier League matches to produce a ranking algorithm of batsmen of an ongoing season, which can be used to gauge a batsman's performance, or to compare between different batsmen. The novelty of our approach lies in the consideration of multiple cricketing parameters, instead of only one parameter i.e. total runs scored, to design the algorithm and in the prediction of top batsmen. © 2021 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:52:40","","379 - 384","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 10</p>; <p>Cited by: 10</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UX9BZ3C8","conferencePaper","2020","Pantzalis, Victor Chazan; Tjortjis, Christos","Sports Analytics for Football League Table and Player Performance Prediction","","","","10.1109/IISA50023.2020.9284352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099249362&doi=10.1109%2FIISA50023.2020.9284352&partnerID=40&md5=9df5384649f8ce97010f10ad194281b6","Common Machine Learning applications in sports analytics relate to player injury prediction and prevention, potential skill or market value evaluation, as well as team or player performance prediction. This paper focuses on football. Its scope is long-term team and player performance prediction. A reliable prediction of the final league table for certain leagues is presented, using past data and advanced statistics. Other predictions for team performance included refer to whether a team is going to have a better season than the last one. Furthermore, we approach detection and recording of personal skills and statistical categories that separate an excellent from an average central defender. Experimental results range between encouraging to remarkable, especially given that predictions were based on data available at the beginning of the season. © 2022 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:54:00","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 28</p>; <p>Cited by: 28</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWBFPUWN","journalArticle","2020","Wenninger, Sebastian; Link, Daniel; Lames, Martin","Performance of machine learning models in application to beach volleyball data.","International Journal of Computer Science in Sport","","","10.2478/ijcss-2020-0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091821099&doi=10.2478%2Fijcss-2020-0002&partnerID=40&md5=dbea5079a01a63683d99ebc15114060b","Driven by the increased availability of position and performance data, automated analyses are becoming the daily routine in many top-level sports. Methods from the domains of data mining and machine learning are more frequently used to generate new insights from massive amounts of data. This study evaluates the performance of four current models (multi-layer perceptron, convolutional network, recurrent network, gradient boosted tree) in classifying tactical behaviors on a beach volleyball dataset consisting of 1,356 top-level games. A three-way between-subjects analysis of variance was conducted to determine the effects of model, input features and target behavior on classification accuracy. Results show significant differences in classification accuracy between models as well as significant interaction effects between factors. Our models achieve classification performance similar to previous work in other sports. Nonetheless, they are not yet at the level to warrant practical application in day to day performance analysis in beach volleyball. © 2020 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:52","","24 - 36","","1","19","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 15; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access</p>; <p>Cited by: 15; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEV9SCH5","conferencePaper","2020","Chen, Mason","“STEAMS” Methodology of NBA Draft Player Position","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105572424&partnerID=40&md5=6c9cd93afae689d0b2e895acab092ab6","This paper adopts STEAMS (Science, Technology, Engineering, Artificial Intelligence, Math, Statistics) methodology. The objective of this paper is to introduce the benefits of integrating all 6 “STEAMS” elements, especially living in the Big Data World. The NBA Draft Position case study was demonstrated to present this novel “STEAMS” concept as compared to the current “STEM” or” STEAM” approach. There are three core visions of this “STEAMS” methodology: (1) replace “Art” with “Artificial Intelligence”, (2) separate “Statistics” from “Math”, and (3) integrate all six “STEAMS” elements. Adding the “Artificial Intelligence” element can trigger and enhance the effectiveness of “Sports” science research and “Math” algorithms. Separating the “Statistics” element can conduct more effective risk management and draw practical conclusions. Due to the previous two benefits, integrating all 6 “STEAMS” elements is becoming a widespread methodology for most scientists and engineers working in the modern Big Data era. Several techniques are used to help determine the NBA Player position and identify the similar NBA players for the benchmarking objective. It’s critical and urgent for educators and teachers to abandon the traditional STEM approach to adopt the new “STEAMS” approach to educate our next generations in their early school learning and career development. © 2021 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:54:01","","2379 - 2386","","","59","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6VZ6G9F","journalArticle","2020","Migliorati, Manlio","Detecting drivers of basketball successful games: an exploratory study with machine learning algorithms","Electronic Journal of Applied Statistical Analysis","","","10.1285/i20705948v13n2p454","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102784734&doi=10.1285%2Fi20705948v13n2p454&partnerID=40&md5=9622a68ff6a064bc6568994ab1a0f01a","This paper aims to identify the drivers leading to victory for basketball matches in NBA, the american National Basketball Association. Firstly, a dataset containing box scores and Dean's four factors for regular seasons from 2004-2005 to 2017-2018 has been prepared. Then, box scores and four factors have been used as classification independent variables, to predict the winner of matches involving the Golden State Warriors team. Both CART and Random Forests machine learning techniques have been applied, and quality of fitting analyzed. Variable importance of fitted models has been studied to identify success drivers showing how, for Golden State Warriors, defense is a key factor to win a game. At last, these models are shown to be suitable for coaching staff in game preparation, and CART models are shown to be valuable on the basketball court for match interpretation. © 2021 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:29","","454 - 473","","2","13","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 15</p>; <p>Cited by: 15</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3A23ULPG","journalArticle","2020","Yiğit, Ahmet Talha; Samak, Barış; Kaya, Tolga","An XGBoost-lasso ensemble modeling approach to football player value assessment","Journal of Intelligent and Fuzzy Systems","","","10.3233/JIFS-189098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096962808&doi=10.3233%2FJIFS-189098&partnerID=40&md5=77db855a1bc33cdf1ec59dd78f03703a","Sports analytics is a field that is growing in popularity and application throughout the world. One of the open problems in this field is the valuation of football players. The aim of this study is to establish a football player value assessment model using machine learning techniques to support the transfer decisions of football clubs. The proposed model is mainly based on the intrinsic features of the individual players which are provided in Football Manager simulation game. To do this, based on the individual statistics of 5316 players who are active in 11 different major leagues from Europe and South America, different value assessment models are conducted using advanced supervised learning techniques which include ridge and lasso regressions, random forests and extreme gradient boosting. All the models have been built in R programming language. The performances of the models are compared based on their mean squared errors and their fit to the real world examples. An ensemble model with inflation is proposed as the output. © 2020 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:53:17","","6303 - 6314","","5","39","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 8</p>; <p>Cited by: 8</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2N98U7L","journalArticle","2020","Tian, Changjia; De-Silva, Varuna D.; Caine, Mike P.; Swanson, Steve","Use of machine learning to automate the identification of basketball strategies using whole team player tracking data","Applied Sciences (Switzerland)","","","10.3390/app10010024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079221748&doi=10.3390%2Fapp10010024&partnerID=40&md5=2c8e9447cf07100e1accb68c682550f3","The use of machine learning to identify and classify offensive and defensive strategies in team sports through spatio-temporal tracking data has received significant interest recently in the literature and the global sport industry. This paper focuses on data-driven defensive strategy learning in basketball. Most research to date on basketball strategylearning has focused on offensive effectiveness and is based on the interaction between the on-ball player and principleon-ball defender, thereby ignoring the contribution of the remaining players. Furthermore, most sports analytical systems that provide play-by-play data is heavily biased towards offensive metrics such as passes, dribbles, and shots. The aim of the current study was to use machine learning to classify the different defensive strategies basketball players adopt when deviating from their initial defensive action. An analytical model was developed to recognise the one-on-one (matched) relationships of the players, which is utilised to automatically identify any change of defensive strategy. A classification model is developed based on a player and ball tracking dataset from National Basketball Association (NBA) game play to classify the adopted defensive strategy against pick-and-roll play. The methodology described is the first toanalyse the defensive strategy of all in-game players (both on-ball players and off-ball players). The cross-validation results indicate that the proposed technique for automatic defensive strategy identification can achieve up to 69% accuracy of classification. Machine learning techniques, such as the one adopted here, have the potential to enable a deeper understanding of player decision making and defensive game strategies in basketball and other sports, by leveraging the player and ball tracking data. © 2020 Elsevier B.V., All rights reserved.","2020","2025-09-29 14:50:43","2025-09-29 14:54:05","","","","1","10","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 57; All Open Access; Gold Open Access; Green Final Open Access; Green Open Access</p>; <p>Cited by: 57; All Open Access; Gold Open Access; Green Final Open Access; Green Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
