"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"T., Piłka, Tomasz; B.P., Grzelak, Bartłomiej Piotr; A., Sadurska, Aleksandra; T., Górecki, Tomasz; K., Dyczkowski, Krzysztof","Piłka, Tomasz (34977471300); Grzelak, Bartłomiej Piotr (58100370000); Sadurska, Aleksandra (58100262300); Górecki, Tomasz (9732940100); Dyczkowski, Krzysztof (6506202384)","34977471300; 58100370000; 58100262300; 9732940100; 6506202384","Predicting Injuries in Football Based on Data Collected from GPS-Based Wearable Sensors","2023","Sensors","23","3","1227","","","0","14","10.3390/s23031227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147893082&doi=10.3390%2Fs23031227&partnerID=40&md5=f2bd0711452e1ce3dbc788fab655edf0","The growing intensity and frequency of matches in professional football leagues are related to the increasing physical player load. An incorrect training model results in over- or undertraining, which is related to a raised probability of an injury. This research focuses on predicting non-contact lower body injuries coming from over- or undertraining. The purpose of this analysis was to create decision-making models based on data collected during both training and match, which will enable the preparation of a tool to model the load and report the increased risk of injury for a given player in the upcoming microcycle. For this purpose, three decision-making methods were implemented. Rule-based and fuzzy rule-based methods were prepared based on expert understanding. As a machine learning baseline XGBoost algorithm was considered. Taking into account the dataset used containing parameters related to the external load of the player, it is possible to predict the risk of injury with a certain precision, depending on the method used. The most promising results were achieved by the machine learning method XGBoost algorithm (Precision 92.4%, Recall 96.5%, and F1-score 94.4%). © 2023 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85147893082"
"J., Kong, Joon-seok; K., Lee, Kang-hyun; O., Kim, Oh-hyun; H.Y., Lee, Hee Young; C., Kang, Chan-young; D., Choi, Dooruh; S., Kim, Sang-chul; H., Jeong, Hoyeon; D., Kang, Dae-ryoung; T., Sung, Taeeung","Kong, Joon-seok (57201400714); Lee, Kang-hyun (57190950260); Kim, Oh-hyun (57189840348); Lee, Hee Young (57202973868); Kang, Chan-young (57201408068); Choi, Dooruh (57222720548); Kim, Sang-chul (7601581324); Jeong, Hoyeon (58034796200); Kang, Dae-ryoung (57225957770); Sung, Taeeung (59837575500)","57201400714; 57190950260; 57189840348; 57202973868; 57201408068; 57222720548; 7601581324; 58034796200; 57225957770; 59837575500","Machine learning-based injury severity prediction of level 1 trauma center enrolled patients associated with car-to-car crashes in Korea","2023","Computers in Biology and Medicine","153","","106393","","","0","5","10.1016/j.compbiomed.2022.106393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145010194&doi=10.1016%2Fj.compbiomed.2022.106393&partnerID=40&md5=cf3cdda31f713aefd447052cbadb8f56","Injury prediction models enables to improve trauma outcomes for motor vehicle occupants in accurate decision-making and early transport to appropriate trauma centers. This study aims to investigate the injury severity prediction (ISP) capability in machine-learning analytics based on five-different regional Level 1 trauma center enrolled patients in Korea. We study car crash-related injury data of 1417 patients enrolled in the Korea In-Depth Accident Study database from January 2011 to April 2021. Severe injury classification was defined using an Injury Severity Score of 15 or greater. A planar crash was considered by excluding rollovers to compromise an accurate prediction. Furthermore, dissimilarities of the collision partner component based on vehicle segmentation were assumed for crash incompatibility. To handle class-imbalanced clinical datasets, we used four data-sampling techniques (i.e., class-weighting, resampling, synthetic minority oversampling, and adaptive synthetic sampling). Machine-learning analytics based on logistic regression, extreme gradient boosting (XGBoost), and a multilayer perceptron model were used for the evaluations. Each model was executed using five-fold cross-validation to solve overfitting consistent with the hyperparameters tuned to improve model performance. The area under the receiver operating characteristic curve of 0.896. Additionally, the present ISP model showed an under-triage rate of 6.1%. The Delta-V, age and Principal Direction of Force (PDOF) were significant predictors. The results demonstrated that the data-balanced XGBoost model achieved a reliable performance on injury severity classification of emergency department patients. This finding considers ISP model selection, which affected prediction performance based on overall predictor variables. © 2023 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85145010194"
"D., Raabe, Dominik; R., Nabben, Reinhard; D., Memmert, Daniel","Raabe, Dominik (56938064600); Nabben, Reinhard (7003780068); Memmert, Daniel (16039986900)","56938064600; 7003780068; 16039986900","Graph representations for the analysis of multi-agent spatiotemporal sports data","2023","Applied Intelligence","53","4","","3783","3803","0","25","10.1007/s10489-022-03631-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131332475&doi=10.1007%2Fs10489-022-03631-z&partnerID=40&md5=cc257fe865e4bd57933d0f431823bc48","Analyzing tactical patterns in invasion games using multi-agent spatiotemporal data is a challenging task at the intersection of computer and sports science. A fundamental yet understudied problem in this area is finding an optimal data representation for processing athlete trajectories using machine learning algorithms. In the present work, we address this gap by discussing common representations in use and propose Tactical Graphs, an alternative graph-based format capable of producing integrative, contextualized models for machine learning applications. We provide an in-depth, domain-specific motivation of the proposed data representation scheme and show how this approach exploits inherent data traits. We propose Tactical Graph Networks (TGNets), a light-weight, hybrid machine learning architecture sensitive to player interactions. Our method is evaluated with an extensive ablation study and the first comprehensive state of the art comparison between standard feature, state vector, and image-based methods on the same dataset. Experiments were conducted using real-world football data containing short sequences of defensive play labelled according to the outcome of ball winning attempts. The results indicate that TGNets are on par with state-of-the-art deep learning models while exhibiting only a fraction of their complexity. We further demonstrate that selecting the right data representation is crucial as it has a significant influence on model performance. The theoretical findings and the proposed method provide insights and a strong methodological alternative for all classification, prediction or pattern recognition applications in the areas of collective movement analysis, automated match analysis, and performance analysis. © 2023 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85131332475"
"K., Muhammad, Khan; H., Ullah, Hayat; M.S., Obaidat, Mohammad S.; A., Ullah, Amin; A., Munir, Arslan; M., Sajjad, Muhammad; V.H.C., de Albuquerque, Victor Hugo Costa","Muhammad, Khan (8942252200); Ullah, Hayat (57215527269); Obaidat, Mohammad S. (7005628795); Ullah, Amin (57195399776); Munir, Arslan (24587067400); Sajjad, Muhammad (57215455402); de Albuquerque, Victor Hugo Costa (56962603300)","8942252200; 57215527269; 7005628795; 57195399776; 24587067400; 57215455402; 56962603300","AI-Driven Salient Soccer Events Recognition Framework for Next-Generation IoT-Enabled Environments","2023","IEEE Internet of Things Journal","10","3","","2202","2214","0","14","10.1109/JIOT.2021.3110341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114745388&doi=10.1109%2FJIOT.2021.3110341&partnerID=40&md5=a08c4688a01463630956088bcfdbb998","The salient event recognition of soccer matches in the next-generation Internet of Things (Nx-IoT) environment aims to analyze the performance of players/teams by the sports analytics and managerial staff. The embedded Nx-IoT devices carried by the soccer players during the match capture and transmit data to an artificial intelligence (AI)-assisted computing platform. The interconnectivity of data acquisition devices with an AI-assisted computing platform in the Nx-IoT environment will not only allow the spectators to track the formation of their favorite players during a soccer match but will also enable the managerial staff to evaluate the players' performance in the soccer match as well as in practice sessions. This Nx-IoT-enabled salient event detection feature can be provided to spectators and sports' managerial staff as a financial technology (FinTech) service. In this article, we propose an efficient deep-learning-based framework for multiperson salient soccer event recognition in IoT-enabled FinTech. The proposed framework performs event recognition in three steps: 1) frames preprocessing; 2) frame-level discriminative features extraction; and 3) high-level events recognition in soccer videos. Moreover, we introduce a new soccer video events (SVE) data set containing videos of six salient events of soccer games. To provide a strong baseline, we evaluate our newly created SVE data set using different traditional machine learning and deep learning algorithms. We also perform event recognition on untrimmed soccer videos using our proposed framework and compare the results with state-of-the-art methods. The obtained results validate the suitability of our proposed framework for salient event recognition in Nx-IoT environments. © 2023 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85114745388"
"S., Lim, Sangsoo; Y., Kim, Youngkuk; J., Gu, Jeonghyeon; S., Lee, Sunho; W., Shin, Wonseok; S., Kim, Sun","Lim, Sangsoo (57191446217); Kim, Youngkuk (57222492452); Gu, Jeonghyeon (57843640200); Lee, Sunho (57886967000); Shin, Wonseok (59596862400); Kim, Sun (36063436900)","57191446217; 57222492452; 57843640200; 57886967000; 59596862400; 36063436900","Supervised chemical graph mining improves drug-induced liver injury prediction","2023","iScience","26","1","105677","","","0","15","10.1016/j.isci.2022.105677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145985137&doi=10.1016%2Fj.isci.2022.105677&partnerID=40&md5=f486ecbe7252144a41a55ddaa074dcc1","Drug-induced liver injury (DILI) is the main cause of drug failure in clinical trials. The characterization of toxic compounds in terms of chemical structure is important because compounds can be metabolized to toxic substances in the liver. Traditional machine learning approaches have had limited success in predicting DILI, and emerging deep graph neural network (GNN) models are yet powerful enough to predict DILI. In this study, we developed a completely different approach, supervised subgraph mining (SSM), a strategy to mine explicit subgraph features by iteratively updating individual graph transitions to maximize DILI fidelity. Our method outperformed previous methods including state-of-the-art GNN tools in classifying DILI on two different datasets: DILIst and TDC-benchmark. We also combined the subgraph features by using SMARTS-based frequent structural pattern matching and associated them with drugs’ ATC code. © 2023 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85145985137"
"M., Uchimuthu, Muthaiah; V., Sonai, Veeramani; M.V., Ranjith Kumar, M. V.; S., Kumar, Sachin","Uchimuthu, Muthaiah (56565605700); Sonai, Veeramani (57221869673); Ranjith Kumar, M. V. (55350981900); Kumar, Sachin (23474214900)","56565605700; 57221869673; 55350981900; 23474214900","Real-Time Basketball Scoring and Player Performance Tracking System Utilizing AI-Powered Court Vision Technology","2023","Proceedings of the IEEE International Conference Image Information Processing","","","","564","569","0","1","10.1109/ICIIP61524.2023.10537673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195240541&doi=10.1109%2FICIIP61524.2023.10537673&partnerID=40&md5=35f66c02bf82169b1731f39eec2ff07c","Basketball is a very popular sport, and artificial intelligence (AI) has attracted a lot of attention because it can help with player training, help coaches come up with winning strategies, lessen injuries related to sports, and make the game more enjoyable overall. To precisely track and record player scores in real-time, this article presents an inventive AI-based automated basketball scoring system that makes use of computer vision and deep learning techniques. Using a variety of libraries, including TensorFlow, Fast RCNN, OpenCV, Yolov4, Yolov7, and the mmpose tool, the system uses pose recognition, basketball and hoop detection, and tracking techniques. This technology increases the effectiveness of player training by updating scoreboards and game data on its own. The suggested approach has an average accuracy of 78.74% for identifying objects, 83.75% for detecting shots, and 80% for identifying the shooter. The accuracy of the scoring system in allocating scores to shots is 66.67%. This technology is a significant development in the field of sports analytics, improving the experience of analyzing basketball games and maybe opening up new applications for real-time monitoring situations and other sports. Future research will concentrate on broadcast content analysis and real-time deployment. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85195240541"
"P., Bhoir, Pawan; V.E., Narawade, Vaibhav Eknath","Bhoir, Pawan (59126595900); Narawade, Vaibhav Eknath (59669358700)","59126595900; 59669358700","Data Collection Strategies for Preparing ML Model for Prediction of Injuries in Gymnastics","2023","","","","","195","201","0","0","10.1109/ICUIS60567.2023.00041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193073599&doi=10.1109%2FICUIS60567.2023.00041&partnerID=40&md5=92aa1389804a075e2ab54c20e09c516b","Gymnastics is a sport that is associated with a high risk of injury. Injury prevention is crucial in gymnastics to ensure the safety and well-being of athletes. Machine learning (ML) models can be used to predict the likelihood of injuries in gymnastics, but the accuracy of these models depends on the quality and quantity of the data used to train them. In this paper, we describe the data collection strategies used to gather injury data for the development of an ML model for predicting injuries in gymnastics. We discuss the strengths and limitations of these strategies and suggest areas for future research. Our findings highlight the importance of collecting comprehensive and standardized injury data to improve injury prediction models and ultimately, injury prevention in gymnastics. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85193073599"
"B., Shen, Brendan; M.Y., Shalaginov, Mikhail Y.; T., Zeng, Tingyinghelen","Shen, Brendan (58981765600); Shalaginov, Mikhail Y. (37054607400); Zeng, Tingyinghelen (53882262800)","58981765600; 37054607400; 53882262800","Injury Risk Prediction in Soccer Using Machine Learning","2023","","","","","2103","2106","0","0","10.1109/ICMLA58977.2023.00317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190141790&doi=10.1109%2FICMLA58977.2023.00317&partnerID=40&md5=e3b8a090947fc5248f6fac7a1ec16d8f","Injuries in professional soccer are a major problem for both players and clubs. Serious injuries have the potential to cause detrimental effects on a player's career, or even end it prematurely. Clubs also suffer when key players are injured; their game tactics may need to be changed to better fit the limited team members available, which can severely affect performance, especially in competitive leagues. The goal of this research is to demonstrate the feasibility of using a large dataset to train an accurate Machine Learning model to predict injuries in professional-level soccer. Machine Learning algorithms used to solve this problem have historically had small datasets, which are prone to variance and unreliable results. Therefore, a larger dataset will be constructed from publicly available data to prove that a reliable injury prediction tool can be created. The data in this study will span multiple years and include data about player minutes, age, appearances, and whether they were recovering from an injury. The results of the study show that an injury prediction tool using Machine Learning is practical for use in professional-level soccer to help teams predict and prevent non-contact injuries sustained by athletes. Further, the quality of these Machine Learning tools will increase as more accurate data collection technology is acquired by teams. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85190141790"
"S., Xu, Shuning; X., Zhang, Xiao; N., Jin, Ning","Xu, Shuning (58947760300); Zhang, Xiao (55949863400); Jin, Ning (57222567765)","58947760300; 55949863400; 57222567765","Soccer Sports Injury Risk Analysis and Prediction by Edge Wearable Devices and Machine Learning","2023","","","","","38","43","0","1","10.1109/AIoTSys58602.2023.00027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188236623&doi=10.1109%2FAIoTSys58602.2023.00027&partnerID=40&md5=9b2b06521ed6bb809de05654e03e79fe","In previous studies, the literature analysis, questionnaire survey, and expert interview methods were adopted to analyze the existing safety problems of soccer sports in campus and to identify, evaluate, respond to, and monitor the risks of soccer sports. With the popularity of wearable devices and the development of data science, machine learning is being introduced into the field of sports injury prevention, providing a new perspective for the prevention of sports injury. To assist students in understanding the safety aspects of soccer sports, addressing the potential risks associated with competition and confrontation in soccer activities, and providing guidance for students to engage in exercise safely and healthily, this paper presents a systematical injury risk analysis and injury prediction model based on machine learning algorithms for campus soccer players. The proposed data-driven soccer sports injury prediction algorithm is based on sufficient exercise data collection, and the risk of sports injury in the future training cycle is predicted based on the characteristic attributes of key exercise load. Based on the experimental results, the proposed Support Vector Machine based algorithm can accurately predict the injury, and the accuracy is close to 94%. It can provide valuable support to coaches and help to reduce the incidence of injuries among youth soccer players. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85188236623"
"D., Hudson, Dan; R.J.R., Hartigh, Ruud J.Rden; L.A., Meerhoff, L. A.; M., Atzmueller, Martin","Hudson, Dan (57221151419); Hartigh, Ruud J.Rden (57658638200); Meerhoff, L. A. (56158582400); Atzmueller, Martin (10240403500)","57221151419; 57658638200; 56158582400; 10240403500","Explainable Multi-Modal and Local Approaches to Modelling Injuries in Sports Data","2023","IEEE International Conference on Data Mining Workshops, ICDMW","","","","949","957","0","0","10.1109/ICDMW60847.2023.00126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186144825&doi=10.1109%2FICDMW60847.2023.00126&partnerID=40&md5=d71695c3d95e3b266831c85765409dbb","To tackle the difficult task of predicting injuries, initial attempts have been made to apply machine learning methods to complex, multivariate sports data. However, no machine learning model has emerged which has good performance and generalisability to multiple datasets. Focusing on explainable machine learning, this paper discusses possible limitations in common approaches to injury prediction, and investigates methods that might be able to overcome these limitations. In particular, we first examine the value that can be obtained by including daily records of psychological variables to provide a multi-modal perspective on athletes. Secondly, we consider whether models that focus on learning from local rather than global patterns in the data are better suited to modelling injuries. We explain how the diversity of injuries in terms of severity, duration, type (chronic versus acute) and context may make local models preferable. The local modelling approaches we consider include subgroup discovery, anomaly detection and casebased classification. Since the proposed approaches threaten to increase the model complexity, we take great care to ensure that explainability is maintained, and describe the ways in which each of our methods is explainable. This leads to a set of explainable, local models. To provide an empirical basis for the investigations, we perform a series of computational studies using data obtained by daily recording of professional association football players in the Netherlands over a period of two seasons. These studies aim to expand the currently limited literature on applying explainable ML methods to injury prediction. Our results indicate that predicting injuries is very difficult in general, while the focus of this paper is mainly on providing insights on explainability and interpretability. Therefore, alongside results detailing the performance of various machine learning models, we also include multiple examples of explanations that can be extracted using our proposed methods, which may support actionability. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85186144825"
"V., Chugh, Varun; W., Kretz, William; S., Rosa, Steven; B., Beckelman, Brooks; H., Tong, Hao; D., Mitkovski, Dejan","Chugh, Varun (57207572122); Kretz, William (58886330400); Rosa, Steven (58886305200); Beckelman, Brooks (58886444200); Tong, Hao (58886397700); Mitkovski, Dejan (58886330500)","57207572122; 58886330400; 58886305200; 58886444200; 58886397700; 58886330500","Ready for the Big Game: How FanDuel Boosts Conversions and Revenue at Scale with a Real-Time Recommender System for Daily Fantasy Sports","2023","","","","","1677","1686","0","0","10.1109/BigData59044.2023.10386221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184985608&doi=10.1109%2FBigData59044.2023.10386221&partnerID=40&md5=971e4f3eb8b8528a0aa7a9db48c8e8a2","Daily fantasy sports allow sports fans to participate in the matches they are watching. The daily fantasy sports landscape is competitive and evolves fast. To see off their competitors, some operators now personalize their offerings to improve the engagement of their users and increase their revenues. This paper presents the development and implementation of a scaled and real-time recommender system at FanDuel for its Daily Fantasy Sports (DFS) users. The system aims to recommend contests to users based on their past contest entries, leveraging historical data and machine learning techniques.In this paper, we propose a scalable contest recommender model that was built on real-time data pipelines and is re-trained every hour. We identify key factors that influence user preferences and contest selection. The recommender system analyzes users' historical data, identifies similar users based on their participation behavior, and suggests contests that align with their interests. On average, we recommend contests to 180K users daily and have recommended over 300 million contests to 2 million users since the model's inception. Notably, we saw over 1000% lift in user conversion rates and 4.43% lift in overall entry fees, peaking at 15.6% in April. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85184985608"
"S., Menconi, Stefania; G., Ziffer, Giacomo; A., Bernardo, Alessio; E., Della Valle, Emanuele","Menconi, Stefania (58886357900); Ziffer, Giacomo (57222093944); Bernardo, Alessio (57219585922); Della Valle, Emanuele (8879414700)","58886357900; 57222093944; 57219585922; 8879414700","Continuous Soccer Pass Detection: A Comparison between Traditional and Streaming Machine Learning Methods","2023","","","","","2673","2682","0","1","10.1109/BigData59044.2023.10386458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184979266&doi=10.1109%2FBigData59044.2023.10386458&partnerID=40&md5=76032789435fcff2d723efce3cfed51c","Sports analytics has grown significantly through continuous data streams from wearable tracking devices. This article explores the performance of traditional Machine Learning methods (ML) compared to Streaming Machine Learning approaches (SML) in the context of sports analytics, specifically in identifying passes during a soccer match. The study utilizes leg movement data from wearable sensors on players' shoes to differentiate between pass and nonpass actions. Balanced, imbalanced and rebalanced datasets are created and analyzed. Several traditional and streaming algorithms are tested, and statistical analyses are performed to assess their performance. The findings indicate that Streaming Machine Learning can achieve comparable or better performance than traditional methods, especially on larger rebalanced datasets. This research highlights the potential of Streaming Machine Learning for online sports analytics and suggests future directions for exploring player tendencies and edge device adaptability. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85184979266"
"R., Suguna, R.; Y., Praveen Kumar, Yechuri; S.P., Jambunathan, Suriya Prakash; P.S., Neethu, P. S.; S., Kiran, S.","Suguna, R. (57202373717); Praveen Kumar, Yechuri (57211559555); Jambunathan, Suriya Prakash (57829904600); Neethu, P. S. (58204824800); Kiran, S. (57190864069)","57202373717; 57211559555; 57829904600; 58204824800; 57190864069","Utilizing Machine Learning for Sport Data Analytics in Cricket: Score Prediction and Player Categorization","2023","","","","","","","0","13","10.1109/MysuruCon59703.2023.10396955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184821608&doi=10.1109%2FMysuruCon59703.2023.10396955&partnerID=40&md5=32d3906b9006741c717a99c1b2024101","Cricket is a popular sport with complex gameplay and numerous variables that contribute to team performance. In recent years, sports analytics has gained significant attention, aiming to extract valuable insights from large volumes of cricket data. Cricket has many fans in India. With a strong fan following, many try to use their cricket intuition to predict the outcome of a match. A set of rules and a points system govern the game. The venue and the performance of each player greatly affect the outcome of the match. The game is difficult to predict accurately as the various components are closely related. The CRR (Current Run Rate) approach is used to predict the final score of the first innings of a cricket match. Total points are calculated by multiplying the average number of runs scored in each over by the total number of overs. For ODI cricket, these methods are useless as the game can change very quickly regardless of the current run rate. The game may be decided by 1 or 2 overs. For more accurate score predictions, a system is needed that can more accurately predict the outcome of an inning. This research paper explores the application of machine learning techniques to predict scores and classify players based on their roles in the squad. The study utilizes a comprehensive dataset comprising various attributes of cricket matches, including player statistics, match conditions, and historical performance. Linear Regression, Logistic Regression, Naive Bayes, Support Vector Machines (SVM), Decision Tree, and Random Forest regression models are employed to predict scores. Additionally, player categorization is performed using a classification approach. The results demonstrate the effectiveness of machine learning techniques in enhancing performance analysis and decision-making in the game of cricket. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85184821608"
"M., Prys, Marcin; Ł., Rosiński, Łukasz; R., Buryta, Rafał; Ł., Radzimiński, Łukasz; P., Rózewski, Przemysław; I., Rejer, Izabela","Prys, Marcin (56004668000); Rosiński, Łukasz (58838849100); Buryta, Rafał (56318692500); Radzimiński, Łukasz (55744005200); Rózewski, Przemysław (14627994100); Rejer, Izabela (14045884300)","56004668000; 58838849100; 56318692500; 55744005200; 14627994100; 14045884300","Integrating Machine Learning for Football Injury Prediction: A Concept for an Intelligent System","2023","Procedia Computer Science","225","","","4139","4147","0","4","10.1016/j.procs.2023.10.410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183561705&doi=10.1016%2Fj.procs.2023.10.410&partnerID=40&md5=fda3d3c0da850acc07735a75271e417b","In recent years, sports analytics has gained significant attention, particularly in the area of using machine learning techniques to analyze athlete performance and injury risks. This paper focuses on the use of machine learning for predicting injuries in football players and proposes a concept for an intelligent system that can provide early warnings of potential injuries. To achieve this, the proposed intelligent system will gather input from various sources such as athlete performance data, muscle strength assessments, and DNA markers. Using this information, the system will employ machine learning algorithms to identify patterns and predict the probability of injury occurrence. The intelligent system will offer coaches and medical staff actionable insights to help them take preventative measures and decrease the likelihood of injuries. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183561705"
"M., Jaeyalakshmi, M.; S., Indrajith, S.; H.C., Shyam, Hirthik C.; K., Kaushiik, K.; M.S., Eaknath, M. S.","Jaeyalakshmi, M. (57444281600); Indrajith, S. (58851972200); Shyam, Hirthik C. (58852182200); Kaushiik, K. (58852182300); Eaknath, M. S. (58852622300)","57444281600; 58851972200; 58852182200; 58852182300; 58852622300","Predicting the outcome of future football games using machine learning algorithms","2023","","","","","","","0","3","10.1109/RMKMATE59243.2023.10370000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183530345&doi=10.1109%2FRMKMATE59243.2023.10370000&partnerID=40&md5=fe87654aba9f874bfebbb0da34547922","Sports predictions has gained popularity as a topic of study thanks to the development of sports analytics and the accessibility of extensive and sophisticated match data. In this paper, a machine learning-based (ML) strategy for forecasting football match results is presented. In the past, the number of goals scored by each team in a football (FB) game served as a benchmark for assessing a team's performance and projecting future outcomes to forecast the results of football games, such as win, draw, or defeat. However, there are significant discrepancies between a team's performance and the number of goals scored or conceded throughout many games because the number of goals scored during a match contains a significant random element.The goal of this study is to create an accurate and dependable prediction model that will help fans, analysts, and bet enthusiasts make wise selections. The selection of features, treatment of data that is imbalanced and the generalization of models constitute significant issues that are addressed in this paper. The system learns patterns from previous encounters and player attributes to develop predictions for upcoming games. Various machine learning algorithms, including random forests (RF), support vector machines (SVM), and regression, are experimented with. The main goal of this research is to investigate various Machine Learning techniques to forecast football game results utilizing in-game match events and individual and team statistics off the field.As football remains a globally popular sport, the integration of machine learning for match prediction offers an exciting avenue for enthusiasts to enhance their understanding and enjoyment of the game. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85183530345"
"S., Chauhan, Shweta; R., Kumar, Rahul; B., Kumar, Bibek","Chauhan, Shweta (57222902943); Kumar, Rahul (57259932000); Kumar, Bibek (59069103900)","57222902943; 57259932000; 59069103900","Machine Learning Approaches to Predict the Teams for Fantasy Leagues","2023","","","","","54","58","0","3","10.1109/ICRAIS59684.2023.10367068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182941268&doi=10.1109%2FICRAIS59684.2023.10367068&partnerID=40&md5=3297203bb4632ad11d87e5b56bb2ee31","This research paper presents a machine learning-based fantasy cricket team selector to help players overcome the challenge of team selection. Fantasy cricket is an online game where players create virtual teams of real-life cricket players and compete based on their real-life performances in cricket matches. We developed the team selector by collecting and processing data on cricket player statistics and applying machine learning algorithms. Our study shows that the team selector performs well in selecting winning teams, and we identify the factors that contribute to its success. This research has the potential to contribute to the field of sports analytics and team selection, and its findings may be applicable to other domains as well. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85182941268"
"Z., Liu, Zhaoyu; K., Jiang, Kan; J.S., Dong, Jin Song","Liu, Zhaoyu (57222625734); Jiang, Kan (57189042361); Dong, Jin Song (55666373900)","57222625734; 57189042361; 55666373900","Sports Injury Prediction in Professional Tennis","2023","Proceedings of IEEE Pacific Rim International Symposium on Dependable Computing, PRDC","","","","304","308","0","2","10.1109/PRDC59308.2023.00048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182403085&doi=10.1109%2FPRDC59308.2023.00048&partnerID=40&md5=f024f3692718a93713b8c7341171ae9e","Each week, there are 2-3 top-level professional tennis tournaments around the world offering attractive prize money and ranking points for the players. Even though match playing is an important part of the professional tennis player's career development, sports injuries will happen if the player plays too many tournaments. By analyzing historical data and studying cases where players retired during matches, we have been able to identify specific scheduling patterns that correlate with a higher risk of injury. As a result, we propose a dynamic tennis injury prediction model as well as an explainable pattern-mining method to obtain player-specific injury patterns based on historical data. Both approaches take into account features such as the player's physical condition, match performance, injury history, and recent tournament schedule. With these comprehensive approaches, we aim to balance competitive success and the preservation of players' well-being. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85182403085"
"A., Procopiou, Andria; A., Piki, Andriani","Procopiou, Andria (57207246394); Piki, Andriani (37050262600)","57207246394; 37050262600","The 12th Player: Explainable Artificial Intelligence (XAI) in Football: Conceptualisation, Applications, Challenges and Future Directions","2023","International Conference on Sport Sciences Research and Technology Support, icSPORTS - Proceedings","","","","213","220","0","5","10.5220/0012233800003587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179753715&doi=10.5220%2F0012233800003587&partnerID=40&md5=1e4a5cf3467a193a0c0ec8e898655c49","Artificial intelligence (AI) has demonstrated tremendous progress in many domains, especially with the vast deployment of machine and deep learning. Recently, AI has been introduced to the sports domain including the football (soccer) industry with applications in injury prediction and tactical analysis. However, the fact remains that the more complex an AI model is, the less explainable it becomes. Its black-box nature makes it difficult for human operators to understand its results, interpret its decisions and ultimately trust the model itself. This problem is magnified when the decisions and results suggested by an AI model affect the functioning of complex and multi-layered systems and entities, with a football club being such an example. Explainable artificial intelligence (XAI) has emerged for making an AI model more explainable, understandable and interpretable, thus assisting the creation of human-centered AI models. This paper discusses how XAI could be applied in the football domain to benefit both the players and the club. © 2023 Elsevier B.V., All rights reserved.","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85179753715"
