"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"K., Chang, Kang; P., Sun, Peng; M.U., Ali, Muhammad Usman","Chang, Kang (58892786600); Sun, Peng (59107846700); Ali, Muhammad Usman (59609591600)","58892786600; 59107846700; 59609591600","A cloud-assisted smart monitoring system for sports activities using SVM and CNN","2024","Soft Computing","28","1","","339","362","0","11","10.1007/s00500-023-09404-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185349435&doi=10.1007%2Fs00500-023-09404-1&partnerID=40&md5=0058950c529f3fa0db4ff43b687b6e26","The emergence of data-driven analytics and intelligent monitoring systems is radically transforming the world of competitive sports. However, robust real-time activity recognition remains elusive for rapid-paced sports like table tennis due to the complexity of strokes and quick maneuvering. This paper tries to overcome this challenge through an innovative cloud-supported system integrating the Internet of Things (IoT), machine learning, and wearable sensors for automated analysis of table tennis gameplay. We strategically set up a multi-camera IoT system around a table tennis court to compile a rich labeled image dataset encapsulating over 15,000 frames. To improve model generalization, the images captured various playing styles, lighting conditions, and camera angles. We developed tailored SVM and CNN architectures optimized for table tennis activity classification. The models were trained on GPU-accelerated platforms using the curated dataset. After hyperparameter tuning and cross-validation, the CNN model achieved 96.2% accuracy, a precision value of 96.3%, a recall value of 95.2%, and an F1-score of 96.3% in classifying standard strokes and serves. Additionally, the models exhibited impressive processing speeds of 22–34 fps, enabling real-time utilization. Our proposed model outperformed the latest models in this field with higher accuracy, recall values, F1-score, and precision. While expanding the dataset diversity and testing variations of deep network architectures could further enhance performance, this paper demonstrates a crucial leap toward helping real-time analytics in table tennis using an AI-powered computer vision approach. The hybrid system combining IoT, wearables, and machine learning establishes a framework to transform data into actionable and timely insights for table tennis players and coaches. © 2024 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85185349435"
"E., Agbozo, Ebenezer; K., Pandya, Keivalya; P., Jovanovic, Predrag; E.A., Suvorova, Ekaterina Anatolyevna","Agbozo, Ebenezer (57195492315); Pandya, Keivalya (58662518900); Jovanovic, Predrag (58869987500); Suvorova, Ekaterina Anatolyevna (57204954495)","57195492315; 58662518900; 58869987500; 57204954495","A comprehensive overview of artificial intelligence applications in basketball","2024","Journal of Physical Education and Sport","24","1","6","44","52","0","2","10.7752/jpes.2024.01006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184408697&doi=10.7752%2Fjpes.2024.01006&partnerID=40&md5=389a531a87d6b6cdb68a4650369afeb0","The sports industry is progressively embracing technological advancements, and artificial intelligence stands out as a prominent innovation. Basketball in particular, has captured the interest of the real-time analytics and data science community. With the development, deployment, and experience of AI models by both viewers and players, it is crucial to provide a comprehensive summary of AI applications in basketball. This review is performed based on literature sourced from Web of Science and Dimensions databases, where articles were thoroughly examined to identify AI use cases. The study was backed by the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) framework and furthermore utilized computational literature review as well as bibliometric analysis techniques for knowledge extraction purposes. Our results revealed that the area of sports analytics is gaining momentum and AI in the basketball world has more adoption in China, USA, Australia, Canada, Italy and Spain from a research perspective. Our study offers contributions to theory and practice in the sports science and applied AI domains. © 2024 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85184408697"
"G., Papageorgiou, George; V., Sarlis, Vangelis; C., Tjortjis, Christos","Papageorgiou, George (58636043300); Sarlis, Vangelis (57216916600); Tjortjis, Christos (6505849477)","58636043300; 57216916600; 6505849477","Unsupervised Learning in NBA Injury Recovery: Advanced Data Mining to Decode Recovery Durations and Economic Impacts","2024","Information (Switzerland)","15","1","61","","","0","13","10.3390/info15010061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183076955&doi=10.3390%2Finfo15010061&partnerID=40&md5=eaf6a428da027d6256fe02dbda52d45b","This study utilized advanced data mining and machine learning to examine player injuries in the National Basketball Association (NBA) from 2000–01 to 2022–23. By analyzing a dataset of 2296 players, including sociodemographics, injury records, and financial data, this research investigated the relationships between injury types and player recovery durations, and their socioeconomic impacts. Our methodology involved data collection, engineering, and mining; the application of techniques such as Density-Based Spatial Clustering of Applications with Noise (DBSCAN), isolation forest, and the Z score for anomaly detection; and the application of the Apriori algorithm for association rule mining. Anomaly detection revealed 189 anomalies (1.04% of cases), highlighting unusual recovery durations and factors influencing recovery beyond physical healing. Association rule mining indicated shorter recovery times for lower extremity injuries and a 95% confidence level for quick returns from “Rest” injuries, affirming the NBA’s treatment and rest policies. Additionally, economic factors were observed, with players in lower salary brackets experiencing shorter recoveries, pointing to a financial influence on recovery decisions. This study offers critical insights into sports injuries and recovery, providing valuable information for sports professionals and league administrators. This study will impact player health management and team tactics, laying the groundwork for future research on long-term injury effects and technology integration in player health monitoring. © 2024 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183076955"
"V.E., Adeyemo, Victor Elijah; A., Palczewska, Anna; B.L., Jones, Ben Lee; D., Weaving, Dan; S., Whitehead, Sarah","Adeyemo, Victor Elijah (57212755365); Palczewska, Anna (55626599900); Jones, Ben Lee (36510739800); Weaving, Dan (56426521400); Whitehead, Sarah (57201478013)","57212755365; 55626599900; 36510739800; 56426521400; 57201478013","Optimising classification in sport: a replication study using physical and technical-tactical performance indicators to classify competitive levels in rugby league match-play","2024","Science and Medicine in Football","8","1","","68","75","0","4","10.1080/24733938.2022.2146177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142198887&doi=10.1080%2F24733938.2022.2146177&partnerID=40&md5=2a59e7a858982acc9c69af3c06e8bcdd","Determining key performance indicators and classifying players accurately between competitive levels is one of the classification challenges in sports analytics. A recent study applied Random Forest algorithm to identify important variables to classify rugby league players into academy and senior levels and achieved 82.0% and 67.5% accuracy for backs and forwards. However, the classification accuracy could be improved due to limitations in the existing method. Therefore, this study aimed to introduce and implement feature selection technique to identify key performance indicators in rugby league positional groups and assess the performances of six classification algorithms. Fifteen and fourteen of 157 performance indicators for backs and forwards were identified respectively as key performance indicators by the correlation-based feature selection method, with seven common indicators between the positional groups. Classification results show that models developed using the key performance indicators had improved performance for both positional groups than models developed using all performance indicators. 5-Nearest Neighbour produced the best classification accuracy for backs and forwards (accuracy = 85% and 77%) which is higher than the previous method’s accuracies. When analysing classification questions in sport science, researchers are encouraged to evaluate multiple classification algorithms and a feature selection method should be considered for identifying key variables. © 2024 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85142198887"
"P., Kumar, P.; S., Senthilpandi, S.; N., Karthikeyan, N.; V.P., Balakrishnan, Venkatesh Prabhu","Kumar, P. (58265901700); Senthilpandi, S. (57215061080); Karthikeyan, N. (57210144627); Balakrishnan, Venkatesh Prabhu (59407830300)","58265901700; 57215061080; 57210144627; 59407830300","Predicting the Results of Cricket Matches using Deep Learning Method","2024","","","","","","","0","0","10.1109/ICSTSDG61998.2024.11026460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011826437&doi=10.1109%2FICSTSDG61998.2024.11026460&partnerID=40&md5=a7956b6be5d29470194cb53e4d76423b","Consequently, being a multi-format and multi-variable game, cricket raises a lot of challenges in respect to making a perfect prediction of the match. The paper proposes a new deep learning-based prediction approach for One Day International (ODI) cricket, using Long Short-Term Memory Network combined with an attention mechanism. While traditional machine learning-based models have shown some promise, they still suffer from the inability to capture long-term dependencies within a cricket match sequential data. The LSTM architecture inherently tends to learn these temporal patterns really well; hence, it is particularly suited for this task. The attention mechanism further enhances this model, where the critical moments in the match are solely responsible for the outcome. Based on this, detection will be done with an extensive dataset covering more than matches of various cricket formats: ODI, T20I, and Test matches. The dataset is a collection from ESPNcricinfo and other official cricket databases, including ball-by-ball information with relevant contextual features: performance metrics from teams, player statistics, weather conditions, and venue information. With this great performance, it was much higher than the best performance of traditional machine learning approaches by as high as 94%. This work provides new insights into applying deep learning to sports analytics and opens up more possibilities toward innovation in predicting the results of cricket matches. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105011826437"
"P.H., Chowdary, Pullela Harish; P., Thapar, Puneet","Chowdary, Pullela Harish (58976809600); Thapar, Puneet (57642725900)","58976809600; 57642725900","Revolutionizing Sports Analytics: From Hypothesis Testing to Predictive Modeling in the Olympics","2024","","","","","","","0","0","10.1109/ICACCM61117.2024.11058703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011285309&doi=10.1109%2FICACCM61117.2024.11058703&partnerID=40&md5=08702c9255aa8d1988909bbc72011d85","The intermingling of sports and modern technologies, including artificial intelligence (AI), machine learning (ML), and wearables, have transformed athletic performance, sports analytics, and event management. Thus, the research aims to explore the influence of solutions on Olympic athlete performance and medal outcomes. On this occasion, advanced techniques like hypothesis testing and logistic regression methods will be applied accordingly to assess the influence of the various attributes of the athletes, such as their age in years, height in meters, and weight in kilograms. Gender and sport-specific differences will be analyzed using IBM SPSS tools. The study also aims to explore the importance of atmospheric conditions and organizational arrangements put across by the host city, providing a clear understanding of how external factors influence medal distribution. In this regard, real-time data analytics, wearable technologies, and augmented reality have also been explored to enhance training regimens and fan engagement. The findings have constructed AI, machine learning, sports analytics, and trends to aid coaches, teams, and athletes in making smart decisions toward enhancing competitiveness and gaining an edge. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105011285309"
"R., Lokhande, Rameshwari; R.N., Awale, Raval N.; R.R., Ingle, Rahul R.","Lokhande, Rameshwari (58149481300); Awale, Raval N. (34879519000); Ingle, Rahul R. (57201995818)","58149481300; 34879519000; 57201995818","Evaluation of Various Machine Learning Models in Forecasting Cricket Player Performance","2024","","","","","324","329","0","0","10.1109/RAAI64504.2024.10949546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003428724&doi=10.1109%2FRAAI64504.2024.10949546&partnerID=40&md5=ca52940f3a22fc0559c87fb739a95760","Predicting player performance is a critical aspect of sports analytics, aiding in decision-making and strategy development. This study presents a comprehensive analysis of multiple machine learning algorithms to forecast player performance in the dynamic sport of cricket. The research evaluates a range of algorithms, including Decision Trees, Random Forests, Support Vector Regression (SVR), Adaboost Regressor, XGBoost, and LightGBM, to predict both batting and bowling outcomes. Performance metrics such as Mean Squared Error (MSE), Mean Absolute Error (MAE), and R-squared (R2) scores are used to rigorously compare these models. The findings reveal that certain algorithms outperform others in predicting player success, offering valuable insights for team selection, strategy planning, and player development. A key contribution of this study is its in-depth examination of feature importance and hyperparameter optimization, which enhances the predictive power of the models. The study also highlights practical applications by exploring how these algorithms can be integrated with existing sports analytics platforms, bridging the gap between theoretical analysis and real-world implementation. Furthermore, the results provide a data-driven foundation for cricket teams, coaches, and analysts to leverage machine learning for more informed decisions, setting the stage for future research in sports analytics. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105003428724"
"Y.K., Gupta, Yash K.; R., Assaf, Rida","Gupta, Yash K. (57220649476); Assaf, Rida (57193713033)","57220649476; 57193713033","Tennis match outcome prediction using machine learning and in-match statistics","2024","","","","","","","0","0","10.1109/URTC65039.2024.10937526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002702370&doi=10.1109%2FURTC65039.2024.10937526&partnerID=40&md5=294fc851a642ea1c5d0d2e62c6554da0","Machine learning has become a cornerstone of sports analytics, including tennis, which is an ideal arena for its application due to the abundance of comprehensive tennis data. This study investigates machine learning algorithms in forecasting tennis match results, comparing their performance against traditional methods. Using a dataset spanning from 2000 to 2022, encompassing a wide range of player statistics and match details, we employed multiple prediction models, Logistic Regression, Random Forests, TabNet, and XGBoost. We explored the role of in-match statistics as key predictors, unveiling their significance in determining match outcomes. Rather than deploy feature selection and feature engineering techniques, we relied on machine tree-based learning models that can handle high-dimensional data while mitigating the risk of overfitting. We compared our results against various baselines, including the Glicko model, and demonstrate a superior performance. This highlights the potential of machine learning techniques, particularly XGBoost, in elevating predictive accuracy in tennis match forecasting. Our study contributes to the growing body of research in sports analytics by emphasizing the importance of in-game performance data in predicting tennis match outcomes. By integrating machine learning approaches, we demonstrate the potential for more accurate and insightful match predictions, benefiting both fans and players alike. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105002702370"
"A., Pakrashi, Arjun; E., Rushe, Ellen; B.M., Namee, Brian Mac; R., Brennan, Rob; B., Yaman, Beyza","Pakrashi, Arjun (57574453500); Rushe, Ellen (57209883383); Namee, Brian Mac (57211930042); Brennan, Rob (36447456700); Yaman, Beyza (37662529100)","57574453500; 57209883383; 57211930042; 36447456700; 37662529100","The 32nd AIAI Irish Conference on Artificial Intelligence and Cognitive Science","2024","CEUR Workshop Proceedings","3910","","","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002679918&partnerID=40&md5=8093c4b5ce12aab2513cd3d32ac3d377","The 32nd Irish Conference on Artificial Intelligence and Cognitive Science (AICS 2024), hosted by University College Dublin (UCD) in collaboration with Dublin City University (DCU), featured high-quality research in AI and cognitive science, with a focus on trustworthy AI, fairness, and bias mitigation. Of 82 submissions, 44 papers were accepted, covering applications in healthcare, smart mobility, financial forecasting, anomaly detection, and sports analytics, alongside fundamental machine learning advancements. Keynote speakers Dr. Susan Leavy (UCD) discussed AI’s societal impact, while Prof. Eamonn Keogh (UC Riverside) critiqued research in time series anomaly detection. AICS 2024 reaffirmed its role as Ireland’s leading AI research forum, fostering discussions on cutting-edge advancements and their societal implications. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105002679918"
"n., Urvashi; D., Kumar, Deepak; S., Mittal, Sachin","Urvashi, U. (59490529400); Kumar, Deepak (57202478164); Mittal, Sachin (58678916500)","59490529400; 57202478164; 58678916500","Deep and Classical Machine Learning for Skeleton-Based Gait Stance Recognition","2024","","","","","","","0","0","10.1109/GCAT62922.2024.10923897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002262882&doi=10.1109%2FGCAT62922.2024.10923897&partnerID=40&md5=eb8cc77a23646474244e6962a25d7549","There has been a noticeable upsurge in the amount of research conducted in the last several years on the analysis of human behavior, especially among computer vision experts. Technological developments and the growing uses of human activity recognition (HAR) in various industries, including healthcare, sports analytics, and human-computer interface, are responsible for the growing interest. Deep learning techniques are the most promising of the different approaches to HAR because of their capacity to extract intricate patterns from enormous datasets. In this paper, we present a methodology for characterizing human activities utilizing 3D skeleton information. A wide range of human movements can be accurately recognized and categorized using this method, which makes use of deep learning's capabilities. The center parts of our approach are illustrated as Joint Position Scaling and Temporal Alignment. After normalization, the 3D skeleton data is represented in two different forms like Spatial Representation and Temporal Representation. Support Vector Machine (SVM) has been employed on the features extracted from the deep neural network to improve our model's classification accuracy. The output from the second last layer of the neural network is used to train the SVM, allowing it to draw a decision boundary that effectively divides movements of gait. Bayesian Optimization technique has been used to adjust each hyperparameter to make sure our model was resilient. This approach is very useful as it finds the best configurations by quickly exploring the hyperparameter space. The PKU-MMD dataset, which offered a thorough baseline for our model's training, was used for the optimization. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105002262882"
"J., Mohana, Jaishankar; R., Bharthvajan, R.; M., Murugesan, M.; H., Omotunde, Habeeb; D., Balaji, D.; A.S.M., Antony, A. Santhi Mary","Mohana, Jaishankar (56915949800); Bharthvajan, R. (56925383600); Murugesan, M. (59715119600); Omotunde, Habeeb (57041376400); Balaji, D. (57198885915); Antony, A. Santhi Mary (56595123000)","56915949800; 56925383600; 59715119600; 57041376400; 57198885915; 56595123000","An AI-Driven Approach to Real-Time Sports Analytics and Performance Evaluation","2024","","","","","","","0","0","10.1109/ICSES63760.2024.10910720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001427981&doi=10.1109%2FICSES63760.2024.10910720&partnerID=40&md5=b0625ab1158a23128b9723b4a8eb6d63","With outdated technology, the majority of sports analytics systems just can't meet the needs of real-time analyzing data. Worse still, these systems tend to have data latency due to manual input and rudimentary statistical models means that performance evaluations are inaccurate and delayed. The suggestion is an AI-based sports analytics system utilizing cutting-edge machine learning (ML) models and natural language processing (NLP) techniques. It combines deep learning architectures such as CNNs (Convolutional Neural Networks) and RNNs (Recurrent Neural Networks to examine a variety of datasets provides accurate insights and performance ratings in real time. The plan on the table demonstrates significant advantages over traditional approaches, with 10,000 records processed per hour an 85% forecast accuracy and 80% reduction in analysis time. The technology combines structured and unstructured data sources to enable coaches and analysts make better judgments. These provides tailor-made insights that give sports organizations an edge up and help ensure future-proof analytics capabilities. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105001427981"
"R., Krithiga, R.; B., Ramesh, Balaji; C., Sriraam, C.; L., Lionel Donato, L.; S., Rojesh, S.","Krithiga, R. (57921009800); Ramesh, Balaji (59715583600); Sriraam, C. (59699505200); Lionel Donato, L. (59700665600); Rojesh, S. (59714803200)","57921009800; 59715583600; 59699505200; 59700665600; 59714803200","Video Based Cricket Shot Classification using modified LRCN Approach","2024","","","","","","","0","0","10.1109/SILCON63976.2024.10910682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001415977&doi=10.1109%2FSILCON63976.2024.10910682&partnerID=40&md5=90398ad4325ad4401c3197c7e0b937c0","In recent years, advancements in Artificial Intelligence (AI) have caused major transformations in the realm of cricket analysis. From player performance evaluation to strategic decision-making, AI technologies have revolutionized how cricket is understood and played. In this paper, we focus on the task of classifying cricket shots using video data, leveraging deep learning methodologies. The proposed model aims to classify cricket videos into five distinct shot categories, utilizing the CricShot10 dataset originally comprising ten shot classes. With approximately 100-150 video clips per shot type, we streamline the classification task by selecting five fundamental shots for analysis. To accomplish this, we propose a modified architecture of the popular architecture combining Convolutional Neural Networks (CNNs) with Long Short-Term Memory (LSTM) networks, commonly referred to as Long-Term Recurrent Convolutional Network (LRCN). Additionally, we integrate techniques such as MaxPooling2D, Dropout, Flatten, and Dense layers to enhance the model's performance and robustness. Through this proposal, we not only contribute to the field of cricket analysis but also demonstrate the efficacy of deep learning approaches in video-based sports analytics. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105001415977"
"F., Vives, Fernando; J., Lázaro, Javier; J.F., Guzmán, J. F.; R., Martínez-Gallego, Rafael; M., Crespo, Miguel","Vives, Fernando (57221697281); Lázaro, Javier (59074525100); Guzmán, J. F. (8689697400); Martínez-Gallego, Rafael (55759268200); Crespo, Miguel (16066532800)","57221697281; 59074525100; 8689697400; 55759268200; 16066532800","Optimizing Sporting Actions Effectiveness: A Machine Learning Approach to Uncover Key Variables in the Men’s Professional Doubles Tennis Serve","2023","Applied Sciences (Switzerland)","13","24","13213","","","0","8","10.3390/app132413213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192449591&doi=10.3390%2Fapp132413213&partnerID=40&md5=065c1c44a4e72c3890dfc32c40e99937","This study used a novel machine learning approach to uncover key serve variables that maximize effectiveness in men’s professional doubles tennis. A large dataset of 14,146 serves from 97 Davis Cup doubles matches played between 2010 and 2019 was analyzed using explainable AI techniques. The angle and distance from the bounce to the sidelines of the serves were found to best distinguish the points won with aces from rallies lasting more than three strokes. Optimal serve angle ranges of 5.7–8.7° substantially increased the probability of serving an ace by over 80%, compared to around 30% when serving used more central angles. Lateral bounce distances of 0–28 cm from the sidelines also boosted the ace probability by over 50%. The serve speed was shown to have less influence on serve effectiveness as compared to singles tennis, with velocities above 187 km h−1 only increasing the probability of serving an ace by 10%. These findings have important practical implications for the tactical decision-making and technical training of serves in men’s professional doubles tennis. The data highlight that the angle and placement of serves are more important than velocity for attaining effective serves in doubles. Coaches and players can use this knowledge to pay special attention to the most important variables in the effectiveness of serves, such as the line distance and angle, in order to maximize the performance of the doubles serve. The novel methodology used in this study provides a valid and reliable way to calculate the efficiency of actions in various sport disciplines using tracking data and machine learning approaches. © 2024 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85192449591"
"V., Sarlis, Vangelis; G., Papageorgiou, George; C., Tjortjis, Christos","Sarlis, Vangelis (57216916600); Papageorgiou, George (58636043300); Tjortjis, Christos (6505849477)","57216916600; 58636043300; 6505849477","Sports Analytics and Text Mining NBA Data to Assess Recovery from Injuries and Their Economic Impact","2023","Computers","12","12","261","","","0","13","10.3390/computers12120261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180177756&doi=10.3390%2Fcomputers12120261&partnerID=40&md5=e94fc8238deaa78f812713ee9c9a78b8","Injuries are an unfortunate part of professional sports. This study aims to explore the multi-dimensional impact of injuries in professional basketball, focusing on player performance, team dynamics, and economic outcomes. Employing advanced machine learning and text mining techniques on suitably preprocessed NBA data, we examined the intricate interplay between injury and performance metrics. Our findings reveal that specific anatomical sub-areas, notably knees, ankles, and thighs, are crucial for athletic performance and injury prevention. The analysis revealed the significant economic burden that certain injuries impose on teams, necessitating comprehensive long-term strategies for injury management. The results provide valuable insights into the distribution of injuries and their varied effects, which are essential for developing effective prevention and economic strategies in basketball. By illuminating how injuries influence performance and recovery dynamics, this research offers comprehensive insights that are beneficial for NBA teams, healthcare professionals, medical staff, and trainers, paving the way for enhanced player care and optimized performance strategies. © 2023 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180177756"
"P., Pussella, Pranath; R.M., Silva, Rajitha M.; W.C.P., Egodawatta, Weerawickramage Chaminda Priyanka","Pussella, Pranath (57997862100); Silva, Rajitha M. (56528826800); Egodawatta, Weerawickramage Chaminda Priyanka (57210589091)","57997862100; 56528826800; 57210589091","In-game winner prediction and winning strategy generation in cricket: A machine learning approach","2023","International Journal of Sports Science and Coaching","18","6","","2216","2229","0","2","10.1177/17479541221119738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143604579&doi=10.1177%2F17479541221119738&partnerID=40&md5=d5fd57b2da5cc4b66f16ea4bdd03a530","This study provides an in-game prediction of the winner for Twenty20 (T20) cricket by focusing on the matches played in the Indian Premier League. For the analysis, data were collected from 812 completed matches played between 2008 and 2020. Initially, several candidate features were identified, and then the LASSO method was applied as a feature selection technique to identify the most important set of features. Based on the identified important features, predictions are provided for each stage of a match where a T20 match can consist of a maximum of 240 stages. For each stage, three classification models were formed using Naive Bayes, Logistic Regression and Support Vector Machines. The prediction accuracy was used for evaluating the findings of the study, and the prediction accuracy of each model indicates the ratio between the number of correctly predicted instances and the total number of predicted instances. Naive Bayes demonstrated prediction accuracies ranging from 53.08% to 91.76% between the first and the 240th stage of matches, whereas the accuracy of Logistic Regression varied from 56.92% to 97.65%. In comparison, Support Vector Machines also displayed comparable outcomes with a prediction accuracy of 55.00% at the first stage, and 90.59% at the 240th stage. Furthermore, a strategy generator that assists the competing teams in the second innings to devise winning strategies, is presented in this study alongside an interactive web-based application for making in-game predictions, and for assisting the end users (players and coaching/managing staff) in decision making, based on the generated winning strategies. © 2023 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85143604579"
"J., Wang, Junwen","Wang, Junwen (58850619400)","58850619400","Predictive Analysis of NBA Game Outcomes through Machine Learning","2023","","","","","46","55","0","2","10.1145/3635638.3635646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183461920&doi=10.1145%2F3635638.3635646&partnerID=40&md5=9f0cfdbec195504dae97af4ca6d749f1","This study delved into the realm of sports analytics, employing machine learning techniques to predict the outcomes of NBA games based on player performance and team statistics. Through meticulous data collection, filtering, and model comparison, we gained insights into the factors that significantly impact game results. Logistic Regression, Support Vector Machines, Deep Neural Networks (DNN) and Random Forest models were rigorously evaluated, showcasing the power of advanced algorithms in uncovering intricate patterns within the data. The structured methodology of this study provides a versatile framework applicable to various sports analytics scenarios. The study shows the better performance of DNN and Random Forest in predicting the game results and the importance of field goal percentage in the predicting. Limitations still exist in this work, including data quality and model constraints; however, the findings have immediate implications for sports professionals seeking actionable insights. As we look ahead, this research underscores the potential for future advancements, encouraging exploration into more sophisticated algorithms, deeper feature analysis, and the integration of temporal patterns for comprehensive predictive accuracy. © 2024 Elsevier B.V., All rights reserved.","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85183461920"
"K., Wang, Kuangda","Wang, Kuangda (57994074800)","57994074800","Enhancing Badminton Player Performance via a Closed-Loop AI Approach: Imitation, Simulation, Optimization, and Execution","2023","","","","","5189","5192","0","3","10.1145/3583780.3616001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178159855&doi=10.1145%2F3583780.3616001&partnerID=40&md5=e7e4fd0e0d85a0349422b02a6100851c","In recent years, the sports industry has witnessed a significant rise in interest in leveraging artificial intelligence to enhance players' performance. However, the application of deep learning to improve badminton athletes' performance faces challenges related to identifying weaknesses, generating winning suggestions, and validating strategy effectiveness. These challenges arise due to the limited availability of realistic environments and agents. This paper aims to address these research gaps and make contributions to the badminton community. To achieve this goal, we propose a closed-loop approach consisting of six key components: Badminton Data Acquisition, Imitating Players' Styles, Simulating Matches, Optimizing Strategies, Training Execution, and Real-World Competitions. Specifically, we developed a novel model called RallyNet, which excels at imitating players' styles, allowing agents to accurately replicate real players' behavior. Secondly, we created a sophisticated badminton simulation environment that incorporates real-world physics, faithfully recreating game situations. Thirdly, we employed reinforcement learning techniques to improve players' strategies, enhancing their chances of winning while preserving their unique playing styles. By comparing strategy differences before and after improvement, we provide winning suggestions to players, which can be validated against diverse opponents within our carefully designed environment. Lastly, through collaborations with badminton venues and players, we apply the generated suggestions to the players' training and competitions, ensuring the effectiveness of our approach. Moreover, we continuously gather data from training and competitions, incorporating it into the closed-loop cycle to refine strategies and suggestions. This research presents an innovative approach for continuously improving players' performance, contributing to the field of AI-driven sports performance enhancement. © 2023 Elsevier B.V., All rights reserved.","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85178159855"
"M.K., Manju, M. K.; A.O., Philip, Abin Oommen","Manju, M. K. (57243546500); Philip, Abin Oommen (58532866500)","57243546500; 58532866500","Novel method for ranking batsmen in Indian Premier League","2023","Data Science and Management","6","3","","158","173","0","3","10.1016/j.dsm.2023.06.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165330752&doi=10.1016%2Fj.dsm.2023.06.004&partnerID=40&md5=37f29e6c3a31843f77e52b10ec3ad967","Sports analytics have benefited immensely from the growth and popularity of artificial intelligence and machine learning. These techniques enable sports analysts to evaluate player performance more effectively. A literature review of player performance evaluation methods shows the need to develop a new performance evaluation index for Twenty20 (T20) cricket. A novel framework was proposed to evaluate batsman strength based on individual performance, role in the team, and team interactions. Traditionally, proposed ranking systems are derived from static networks, that is, the aggregation of game results over time. However, the scores of the players (or teams) fluctuate over time. Intuitively, defeating a renowned player during peak performance is more rewarding than defeating the same player during other periods. To account for this, we propose a new method and apply it to the T20 format Indian Premier League. The method serves three main purposes: First, it creates a new performance index for players to rank them more accurately and effectively. Second, the players are clustered based on their expertise. In the third phase, a social network analysis approach is applied to visualize and analyze crickets as a network to gain better insights into players’ team interactions. This novel approach is a helpful index for sports coaches, analysts, cricket fans, and managers to evaluate player performance and rank for future aspects. © 2024 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85165330752"
